Frequency (MHz),Ground Data (Watts),Sky Data (Watts),Source Data (Watts),Original Receiver Temperature (Tr) (K),Corrected Receiver Temperature (Tr) (K),Source Temperature (Ts) (K),Brightness Temperature (K)
1420.108876,1.6405897731995388e-07,6.067363295885046e-08,6.471426157485831e-08,168.1262959316979,168.1262959316979,11.529539792013054,2.422737577098669
1420.11278225,1.6481623915255085e-07,6.165950018614822e-08,6.516283940608428e-08,171.32927075019234,171.32927075019234,10.018589965486768,0.9117877505723833
1420.1166885,1.6481623915255085e-07,6.123503917247734e-08,6.516283940608428e-08,169.397830488119,169.397830488119,11.186403219280663,2.0796010043662783
1420.12059475,1.6557699634695275e-07,6.123503917247734e-08,6.546361740672747e-08,168.12629593169822,168.12629593169822,11.955215455829517,2.848413240915132
1420.124501,1.651961798229015e-07,6.053408747539135e-08,6.456542290346562e-08,165.62104726463815,165.62104726463815,11.362699948069604,2.2558977331552192
1420.12840725,1.6557699634695275e-07,6.137620051647946e-08,6.531305526474716e-08,168.76046898738159,168.76046898738159,11.14552092892302,2.0387187140086347
1420.1323135,1.6557699634695275e-07,6.109420249055714e-08,6.501296903430916e-08,167.495289123733,167.495289123733,11.06436847387269,1.9575662589583054
1420.13621975,1.6557699634695275e-07,6.039486293763807e-08,6.426877173170194e-08,164.38698606987413,164.38698606987413,10.86499253444157,1.7581903195271842
1420.140126,1.6557699634695275e-07,5.9979107625551e-08,6.412095765851622e-08,162.55862227718472,162.55862227718472,11.570740424065974,2.463938209151589
1420.14403225,1.6481623915255085e-07,5.970352865838366e-08,6.324118513762196e-08,162.55862227718424,162.55862227718424,9.928472555497507,0.8216703405831218
1420.1479385,1.6405897731995388e-07,5.984115950603198e-08,6.367955209079162e-08,164.38698606987379,164.38698606987379,10.864992534441967,1.758190319527582
1420.15184475,1.6368165214278085e-07,5.942921586155727e-08,6.295061828571981e-08,163.16507416543638,163.16507416543638,9.964407089017328,0.8576048741029432
1420.155751,1.6788040181225607e-07,6.137620051647946e-08,6.516283940608428e-08,165.0024875270289,165.0024875270289,10.488398193149209,1.3815959782348237
1420.15965725,1.651961798229015e-07,5.929253245799994e-08,6.324118513762196e-08,160.16236702256327,160.16236702256327,10.999173016911072,1.8923708019966874
1420.1635635,1.6634126503701698e-07,5.984115950603198e-08,6.382634861905483e-08,160.7570381387411,160.7570381387411,11.038775806655934,1.9319735917415493
1420.16746975,1.671090614310707e-07,6.011737374832779e-08,6.397348354826482e-08,160.7570381387411,160.7570381387411,10.632156718141971,1.525354503227586
1420.171376,1.6788040181225607e-07,6.123503917247734e-08,6.471426157485831e-08,164.3869860698736,164.3869860698736,9.6241466416989,0.5173444267845149
1420.17528225,1.6943378004473287e-07,6.165950018614822e-08,6.531305526474716e-08,163.77452188760648,163.77452188760648,10.000519136856383,0.8937169219419978
1420.1791885,1.7060823890031244e-07,6.237348354824192e-08,6.637430704019089e-08,165.0024875270287,165.0024875270287,10.904472655625284,1.797670440710899
1420.18309475,1.7179083871575893e-07,6.295061828571981e-08,6.683439175686149e-08,165.6210472646382,165.6210472646382,10.526560580821695,1.4197583659073096
1420.187001,1.7060823890031244e-07,6.208690342300637e-08,6.606934480075964e-08,163.77452188760648,163.77452188760648,10.82570723323704,1.7189050183226549
1420.19090725,1.7179083871575893e-07,6.30957344480193e-08,6.698846094165258e-08,166.24268648123507,166.24268648123507,10.564912958666213,1.4581107437518277
1420.1948135,1.7179083871575893e-07,6.324118513762196e-08,6.698846094165258e-08,166.86742657054427,166.86742657054427,10.18378526093872,1.0769830460243348
1420.19871975,1.7218685749860061e-07,6.353309318517436e-08,6.776415076106757e-08,167.4952891237333,167.4952891237333,11.48751718613272,2.3807149712183353
1420.202626,1.7179083871575893e-07,6.30957344480193e-08,6.683439175686149e-08,166.24268648123507,166.24268648123507,10.146767083379899,1.039964868465514
1420.20653225,1.7179083871575893e-07,6.353309318517436e-08,6.745280276979216e-08,168.1262959316979,168.1262959316979,10.681123293257315,1.5743210783429298
1420.2104385,1.7218685749860061e-07,6.382634861905483e-08,6.776415076106757e-08,168.7604689873814,168.7604689873814,10.720248953288461,1.6134467383740763
1420.21434475,1.7298163592151034e-07,6.353309318517436e-08,6.745280276979216e-08,166.24268648123498,166.24268648123498,10.564912958666241,1.4581107437518561
1420.218251,1.7179083871575893e-07,6.30957344480193e-08,6.714288529259522e-08,166.24268648123507,166.24268648123507,10.98402275974675,1.8772205448323653
1420.22215725,1.7298163592151034e-07,6.367955209079162e-08,6.760829753919818e-08,166.8674265705443,166.8674265705443,10.603456646580526,1.4966544316661405
1420.2260635,1.7378008287493743e-07,6.426877173170194e-08,6.823386941416703e-08,168.12629593169822,168.12629593169822,10.681123293257684,1.5743210783432993
1420.22996975,1.7298163592151034e-07,6.456542290346562e-08,6.854882264526621e-08,170.6822086504001,170.6822086504001,10.838811752588981,1.732009537674596
1420.233876,1.7378008287493743e-07,6.456542290346562e-08,6.886522963442761e-08,169.39783048811955,169.39783048811955,11.614219061480583,2.5074168465661977
1420.23778225,1.7579236139586932e-07,6.501296903430916e-08,6.918309709189362e-08,168.12629593169848,168.12629593169848,11.104843155054908,1.9980409401405232
1420.2416885,1.7418068733916128e-07,6.441692655151775e-08,6.870684400142317e-08,168.12629593169848,168.12629593169848,11.529539792012713,2.422737577098328
1420.24559475,1.7579236139586932e-07,6.516283940608428e-08,6.950243175887976e-08,168.76046898738133,168.76046898738133,11.571773257710305,2.46497104279592
1420.249501,1.7378008287493743e-07,6.426877173170194e-08,6.870684400142317e-08,168.12629593169822,168.12629593169822,11.955215455829546,2.8484132409151606
1420.25340725,1.7660378206861638e-07,6.546361740672747e-08,6.966265141107687e-08,168.76046898738133,168.76046898738133,11.14552092892336,2.0387187140089758
1420.2573135,1.7579236139586932e-07,6.441692655151775e-08,6.93425806016568e-08,165.62104726463812,165.62104726463812,13.046574828836384,3.939772613921999
1420.26121975,1.761976046411629e-07,6.546361740672747e-08,6.998419960022746e-08,169.397830488119,169.397830488119,12.04302112105097,2.9362189061365846
1420.265126,1.7660378206861638e-07,6.591738952443213e-08,7.014552984199713e-08,170.68220865040016,170.68220865040016,11.268787111150772,2.161984896236387
1420.26903225,1.7741894808901663e-07,6.561452663029057e-08,6.982324040771705e-08,168.12629593169817,168.12629593169817,11.104843155054965,1.99804094014058
1420.2729385,1.7458221529205038e-07,6.471426157485831e-08,6.950243175887976e-08,168.7604689873814,168.7604689873814,12.856434988515645,3.7496327736012596
1420.27684475,1.761976046411629e-07,6.471426157485831e-08,6.950243175887976e-08,166.24268648123538,166.24268648123538,12.670145740482866,3.563343525568481
1420.280751,1.7701089583174203e-07,6.546361740672747e-08,6.998419960022746e-08,168.12629593169817,168.12629593169817,11.955215455829943,2.8484132409155585
1420.28465725,1.7579236139586932e-07,6.486344335482375e-08,6.93425806016568e-08,167.49528912373273,167.49528912373273,11.911641356916789,2.804839142002404
1420.2885635,1.7741894808901663e-07,6.531305526474716e-08,7.030723198838328e-08,166.86742657054404,166.86742657054404,13.14187948872663,4.035077273812245
1420.29246975,1.7906058540352948e-07,6.591738952443213e-08,7.079457843841373e-08,166.8674265705443,166.8674265705443,12.716369892556486,3.609567677642101
1420.296376,1.8071741260109275e-07,6.683439175686149e-08,7.161434102129012e-08,168.12629593169822,168.12629593169822,12.381872403394993,3.2750701884806084
1420.30028225,1.7988709151287873e-07,6.683439175686149e-08,7.177942912713614e-08,169.3978304881193,169.3978304881193,12.903592991403826,3.7967907764894413
1420.3041885,1.7906058540352948e-07,6.637430704019089e-08,7.161434102129012e-08,168.76046898738133,168.76046898738133,13.717819479671334,4.611017264756949
1420.30809475,1.8113400926196026e-07,6.698846094165258e-08,7.227698036021703e-08,168.1262959316979,168.1262959316979,13.667753595599066,4.560951380684681
1420.312001,1.7947336268325267e-07,6.561452663029057e-08,7.144963260755134e-08,165.0024875270289,165.0024875270289,15.118337082694495,6.01153486778011
1420.31590725,1.8071741260109275e-07,6.714288529259522e-08,7.261059574351542e-08,169.39783048811898,169.39783048811898,14.20190443443542,5.095102219521035
1420.3198135,1.8113400926196026e-07,6.714288529259522e-08,7.211074791828991e-08,168.76046898738133,168.76046898738133,12.856434988515304,3.7496327736009185
1420.32371975,1.8197008586099845e-07,6.698846094165258e-08,7.244359600749906e-08,166.867426570544,166.867426570544,13.995843645047927,4.889041430133542
1420.327626,1.8238957023196385e-07,6.66806769213622e-08,7.261059574351542e-08,165.0024875270287,165.0024875270287,15.11833708269441,6.011534867780025
1420.33153225,1.828100216142741e-07,6.683439175686149e-08,7.227698036021703e-08,165.0024875270292,165.0024875270292,13.843974289804322,4.737172074889937
1420.3354385,1.8197008586099845e-07,6.698846094165258e-08,7.261059574351542e-08,166.867426570544,166.867426570544,14.42430273283162,5.317500517917235
1420.33934475,1.8155156627731371e-07,6.652731562017406e-08,7.177942912713614e-08,165.6210472646376,165.6210472646376,13.469972424963942,4.363170210049557
1420.343251,1.8071741260109275e-07,6.576578373554199e-08,7.128530301265191e-08,163.77452188760623,163.77452188760623,14.164724787430941,5.057922572516556
1420.34715725,1.8113400926196026e-07,6.637430704019089e-08,7.211074791828991e-08,165.62104726463815,165.62104726463815,14.746030412043012,5.639228197128627
1420.3510635,1.8155156627731371e-07,6.714288529259522e-08,7.277798045368243e-08,168.12629593169788,168.12629593169788,14.529955753469125,5.42315353855474
1420.35496975,1.8113400926196026e-07,6.66806769213622e-08,7.227698036021703e-08,166.86742657054435,166.86742657054435,14.424302732831649,5.317500517917264
1420.358876,1.8113400926196026e-07,6.652731562017406e-08,7.227698036021703e-08,166.24268648123507,166.24268648123507,14.799755969002575,5.69295375408819
1420.36278225,1.8113400926196026e-07,6.637430704019089e-08,7.261059574351542e-08,165.62104726463815,165.62104726463815,16.030933610524414,6.924131395610029
1420.3666885,1.8155156627731371e-07,6.66806769213622e-08,7.277798045368243e-08,166.24268648123507,166.24268648123507,15.658488866233142,6.551686651318757
1420.37059475,1.8155156627731371e-07,6.714288529259522e-08,7.311390834834173e-08,168.12629593169788,168.12629593169788,15.396137655677535,6.28933544076315
1420.374501,1.7906058540352948e-07,6.501296903430916e-08,7.128530301265191e-08,163.16507416543664,163.16507416543664,16.224263009765878,7.1174607948514925
1420.37840725,1.8071741260109275e-07,6.637430704019089e-08,7.261059574351542e-08,166.24268648123532,166.24268648123532,16.089340572448123,6.982538357533738
1420.3823135,1.7947336268325267e-07,6.576578373554199e-08,7.244359600749906e-08,165.62104726463787,165.62104726463787,17.324743332484786,8.217941117570401
1420.38621975,1.7947336268325267e-07,6.561452663029057e-08,7.244359600749906e-08,165.0024875270289,165.0024875270289,17.69362428173264,8.586822066818254
1420.390126,1.7782794100389227e-07,6.471426157485831e-08,7.161434102129012e-08,163.7745218876065,163.7745218876065,17.995378162677923,8.888575947763538
1420.39403225,1.7906058540352948e-07,6.501296903430916e-08,7.211074791828991e-08,163.16507416543664,163.16507416543664,18.359390905599128,9.252588690684743
1420.3979385,1.7701089583174203e-07,6.382634861905483e-08,7.128530301265191e-08,161.35462442801204,161.35462442801204,19.44074169397294,10.333939479058554
1420.40184475,1.7579236139586932e-07,6.412095765851622e-08,7.128530301265191e-08,164.38698606987384,164.38698606987384,18.925900532609575,9.81909831769519
1420.405751,1.7538805018417602e-07,6.412095765851622e-08,7.161434102129012e-08,165.0024875270292,165.0024875270292,19.8670428231826,10.760240608268216
1420.40965725,1.7538805018417602e-07,6.412095765851622e-08,7.161434102129012e-08,165.0024875270292,165.0024875270292,19.8670428231826,10.760240608268216
1420.4135635,1.7660378206861638e-07,6.397348354826482e-08,7.194489780036998e-08,162.5586222771845,162.5586222771845,20.87863776678273,11.771835551868346
1420.41746975,1.7782794100389227e-07,6.531305526474716e-08,7.328245331389045e-08,166.24268648123507,166.24268648123507,20.89476791495636,11.787965700041976
1420.421376,1.7741894808901663e-07,6.486344335482375e-08,7.294575102545693e-08,165.00248752702836,165.00248752702836,21.183155532618514,12.076353317704129
1420.42528225,1.7906058540352948e-07,6.576578373554199e-08,7.447319739059889e-08,166.24268648123498,166.24268648123498,22.672593891548274,13.56579167663389
1420.4291885,1.7906058540352948e-07,6.546361740672747e-08,7.430191378967021e-08,165.00248752702865,165.00248752702865,22.95217450734694,13.845372292432554
1420.43309475,1.8071741260109275e-07,6.652731562017406e-08,7.568328950209735e-08,166.86742657054404,166.86742657054404,23.653647440361794,14.54684522544741
1420.437001,1.7906058540352948e-07,6.501296903430916e-08,7.481695005111553e-08,163.16507416543664,163.16507416543664,25.359358591017724,16.25255637610334
1420.44090725,1.8030177408595698e-07,6.66806769213622e-08,7.65596606911257e-08,168.12629593169797,168.12629593169797,25.649287718622332,16.542485503707947
1420.4448135,1.8113400926196026e-07,6.637430704019089e-08,7.673614893618186e-08,165.62104726463815,165.62104726463815,26.636034253646613,17.52923203873223
1420.44871975,1.8113400926196026e-07,6.66806769213622e-08,7.762471166286912e-08,166.86742657054435,166.86742657054435,28.2079183080225,19.101116093108114
1420.452626,1.8071741260109275e-07,6.652731562017406e-08,7.798301105232594e-08,166.86742657054404,166.86742657054404,29.594774344131707,20.487972129217322
1420.45653225,1.8030177408595698e-07,6.637430704019089e-08,7.83429642766212e-08,166.8674265705443,166.8674265705443,30.9912436070276,21.884441392113214
1420.4604385,1.8238957023196385e-07,6.683439175686149e-08,7.943282347242822e-08,165.62104726463815,165.62104726463815,32.16244745702119,23.055645242106802
1420.46434475,1.8030177408595698e-07,6.606934480075964e-08,7.925013304804718e-08,165.62104726463815,165.62104726463815,34.03878003191247,24.93197781699808
1420.468251,1.7988709151287873e-07,6.576578373554199e-08,7.906786279998246e-08,165.00248752702865,165.00248752702865,34.38545702320826,25.278654808293876
1420.47215725,1.8113400926196026e-07,6.622165037017616e-08,8.053784411990676e-08,165.00248752702865,165.00248752702865,36.75215787840273,27.645355663488342
1420.4760635,1.8197008586099845e-07,6.698846094165258e-08,8.203515443298177e-08,166.867426570544,166.867426570544,38.604208133740514,29.49740591882613
1420.47996975,1.8238957023196385e-07,6.66806769213622e-08,8.298507675144218e-08,165.0024875270287,165.0024875270287,41.56809223784103,32.46129002292665
1420.483876,1.7988709151287873e-07,6.66806769213622e-08,8.375292821268826e-08,168.7604689873814,168.7604689873814,44.48788656644376,35.38108435152938
1420.48778225,1.8071741260109275e-07,6.698846094165258e-08,8.531001140175895e-08,168.76046898738105,168.76046898738105,47.52402362694906,38.41722141203468
1420.4916885,1.8030177408595698e-07,6.698846094165258e-08,8.609937521846017e-08,169.39783048811867,169.39783048811867,49.75337456136867,40.64657234645429
1420.49559475,1.8030177408595698e-07,6.683439175686149e-08,8.709635899560796e-08,168.7604689873814,168.7604689873814,52.67840160526467,43.571599390350286
1420.499501,1.7864875748520516e-07,6.591738952443213e-08,8.709635899560796e-08,167.495289123733,167.495289123733,55.42198331320617,46.31518109829179
1420.50340725,1.7947336268325267e-07,6.652731562017406e-08,8.994975815300346e-08,168.760468987381,168.760468987381,61.176293698227084,52.0694914833127
1420.5073135,1.7864875748520516e-07,6.606934480075964e-08,9.099132726322526e-08,168.12629593169817,168.12629593169817,65.30487813997226,56.19807592505788
1420.51121975,1.7947336268325267e-07,6.652731562017406e-08,9.354056741475521e-08,168.760468987381,168.760468987381,70.55500822397912,61.448206009064734
1420.515126,1.782378767448089e-07,6.637430704019089e-08,9.594006315159337e-08,170.03840283802407,170.03840283802407,77.96906603190288,68.8622638169885
1420.51903225,1.7782794100389227e-07,6.561452663029057e-08,9.749896377173867e-08,167.49528912373333,167.49528912373333,83.82160911182413,74.71480689690975
1420.5229385,1.7660378206861638e-07,6.486344335482375e-08,1.0000000000000001e-07,166.24268648123513,166.24268648123513,92.76224083118484,83.65543861627046
1420.52684475,1.7579236139586932e-07,6.382634861905483e-08,1.0162486928706959e-07,163.1650741654361,163.1650741654361,99.58882450597875,90.48202229106437
1420.530751,1.761976046411629e-07,6.456542290346562e-08,1.0616955571987242e-07,165.6210472646385,165.6210472646385,109.94337824265097,100.83657602773658
1420.53465725,1.7498466886246564e-07,6.441692655151775e-08,1.0789467222298286e-07,166.86742657054464,166.86742657054464,116.00069518478574,106.89389296987136
1420.5385635,1.7378008287493743e-07,6.412095765851622e-08,1.0990058394325198e-07,167.49528912373364,167.49528912373364,123.15427218066765,114.04746996575327
1420.54246975,1.761976046411629e-07,6.456542290346562e-08,1.1324003632355567e-07,165.6210472646385,165.6210472646385,128.62788073663205,119.52107852171767
1420.546376,1.7498466886246564e-07,6.501296903430916e-08,1.1508003889444357e-07,169.39783048811955,169.39783048811955,134.3053315700235,125.19852935510912
1420.55028225,1.7418068733916128e-07,6.486344335482375e-08,1.1614486138403425e-07,170.0384028380238,170.0384028380238,138.38638596473,129.27958374981563
1420.5541885,1.7338039977541374e-07,6.412095765851622e-08,1.1508003889444357e-07,168.1262959316985,168.1262959316985,137.5892890658797,128.48248685096533
1420.55809475,1.7418068733916128e-07,6.471426157485831e-08,1.1587773561551263e-07,169.3978304881193,169.3978304881193,137.87994571496213,128.77314350004775
1420.562001,1.7218685749860061e-07,6.324118513762196e-08,1.1324003632355567e-07,166.24268648123555,166.24268648123555,135.3854703927952,126.27866817788083
1420.56590725,1.7298163592151034e-07,6.456542290346562e-08,1.1428783347897712e-07,170.6822086504001,170.6822086504001,135.294442698663,126.18764048374862
1420.5698135,1.7218685749860061e-07,6.353309318517436e-08,1.1297959146727976e-07,167.4952891237333,167.4952891237333,134.24953185371254,125.14272963879816
1420.57371975,1.7298163592151034e-07,6.412095765851622e-08,1.1402497875611685e-07,168.76046898738133,168.76046898738133,135.23419529158537,126.12739307667098
1420.577626,1.713957307508427e-07,6.382634861905483e-08,1.1271974561755118e-07,170.03840283802353,170.03840283802353,134.08603664642706,124.97923443151268
1420.58153225,1.7218685749860061e-07,6.353309318517436e-08,1.122018454301963e-07,167.4952891237333,167.4952891237333,132.1379153589744,123.03111314406001
1420.5854385,1.6982436524617427e-07,6.30957344480193e-08,1.1142945335917293e-07,169.39783048811924,169.39783048811924,133.59533399951388,124.4885317845995
1420.58934475,1.6982436524617427e-07,6.26613864672335e-08,1.0939563662720942e-07,167.49528912373333,167.49528912373333,128.65080790290781,119.54400568799343
1420.593251,1.6865530253887424e-07,6.208690342300637e-08,1.0715193052376059e-07,166.8674265705443,166.8674265705443,124.74789060374474,115.64108838883035
1420.59715725,1.6865530253887424e-07,6.251726927756862e-08,1.0592537251772887e-07,168.76046898738133,168.76046898738133,120.64846184139435,111.54165962647997
1420.6010635,1.6865530253887424e-07,6.251726927756862e-08,1.0447202192207993e-07,168.76046898738133,168.76046898738133,116.60901987565796,107.50221766074358
1420.60496975,1.6788040181225607e-07,6.237348354824192e-08,1.0280162981264725e-07,169.397830488119,169.397830488119,113.0381148860391,103.93131267112472
1420.608876,1.674942876026438e-07,6.208690342300637e-08,9.977000638225546e-08,168.76046898738133,168.76046898738133,105.46239677130671,96.35559455639233
1420.61278225,1.6826740610704672e-07,6.251726927756862e-08,9.931160484209334e-08,169.3978304881193,169.3978304881193,102.64127609628892,93.53447388137454
1420.6166885,1.671090614310707e-07,6.223002851691589e-08,9.660508789898141e-08,170.0384028380238,170.0384028380238,96.68893997153467,87.58213775662028
1420.62059475,1.6634126503701698e-07,6.180164001384152e-08,9.484184633008979e-08,169.39783048811867,169.39783048811867,93.23604194230128,84.1292397273869
1420.624501,1.651961798229015e-07,6.095368972401694e-08,9.204495717531722e-08,167.49528912373333,167.49528912373333,87.98642366882333,78.87962145390895
1420.62840725,1.6481623915255085e-07,6.165950018614822e-08,9.141132414702508e-08,171.32927075019234,171.32927075019234,85.08206207756535,75.97525986265097
1420.6323135,1.6481623915255085e-07,6.081350012787188e-08,8.912509381337459e-08,167.49528912373356,167.49528912373356,80.30480942661958,71.1980072117052
1420.63621975,1.6292960326397213e-07,6.025595860743569e-08,8.669618757582179e-08,168.12629593169797,168.12629593169797,75.96757251353054,66.86077029861616
1420.640126,1.6180800376430679e-07,5.9979107625551e-08,8.511380382023759e-08,168.7604689873813,168.7604689873813,72.81563150138595,63.70882928647157
1420.64403225,1.6143585568264852e-07,5.9020108017184416e-08,8.298507675144218e-08,165.00248752702896,165.00248752702896,69.02908915627651,59.92228694136213
1420.6479385,1.606941253012879e-07,5.8748935252977694e-08,8.165823713585923e-08,165.00248752702865,165.00248752702865,66.29291732397994,57.186115109065554
1420.65184475,1.5885467485977776e-07,5.82103217770871e-08,7.97994687267977e-08,165.62104726463815,165.62104726463815,63.280235354406244,54.17343313949186
1420.655751,1.6143585568264852e-07,6.011737374832779e-08,8.184647881347904e-08,170.03840283802407,170.03840283802407,63.26669993313686,54.15989771822248
1420.65965725,1.5812480392703843e-07,5.794286964268809e-08,7.798301105232594e-08,165.62104726463787,165.62104726463787,59.01105581634462,49.90425360143024
1420.6635635,1.5885467485977776e-07,5.82103217770871e-08,7.798301105232594e-08,165.62104726463815,165.62104726463815,57.95599213999657,48.849189925082186
1420.66746975,1.5922087270511716e-07,5.834451042737448e-08,7.744617978025191e-08,165.6210472646379,165.6210472646379,55.86038524648649,46.753583031572106
1420.671376,1.5885467485977776e-07,5.9020108017184416e-08,7.726805850957022e-08,169.39783048811924,169.39783048811924,53.92065659724133,44.81385438232695
1420.67528225,1.5958791472367336e-07,5.888436553555896e-08,7.726805850957022e-08,167.49528912373333,167.49528912373333,53.8530118457175,44.74620963080312
1420.6791885,1.60324539069004e-07,5.970352865838366e-08,7.726805850957022e-08,170.03840283802407,170.03840283802407,51.49557020899417,42.388767994079785
1420.68309475,1.606941253012879e-07,5.9979107625551e-08,7.726805850957022e-08,170.6822086504001,170.6822086504001,50.64031788393717,41.53351566902279
1420.687001,1.599558028614668e-07,5.9020108017184416e-08,7.533555637337184e-08,167.4952891237333,167.4952891237333,47.68439225093354,38.57759003601916
1420.69090725,1.5922087270511716e-07,5.984115950603198e-08,7.568328950209735e-08,172.63325618494477,172.63325618494477,47.025979431809276,37.919177216894894
1420.6948135,1.599558028614668e-07,5.95662143529011e-08,7.516228940182045e-08,170.03840283802435,170.03840283802435,45.82987347376809,36.72307125885371
1420.69871975,1.606941253012879e-07,6.011737374832779e-08,7.481695005111553e-08,171.32927075019202,171.32927075019202,43.115083181414946,34.008280966500564
1420.702626,1.5885467485977776e-07,5.9156163417547425e-08,7.345138681571143e-08,170.0384028380243,170.0384028380243,42.29843396309829,33.19163174818391
1420.70653225,1.5958791472367336e-07,5.95662143529011e-08,7.328245331389045e-08,170.6822086504002,170.6822086504002,40.45412623953192,31.34732402461753
1420.7104385,1.5922087270511716e-07,5.95662143529011e-08,7.277798045368243e-08,171.32927075019234,171.32927075019234,39.109772329512225,30.00297011459784
1420.71434475,1.584893192461114e-07,5.9020108017184416e-08,7.194489780036998e-08,170.0384028380238,170.0384028380238,38.33158963394817,29.224787419033785
1420.718251,1.57398286446622e-07,5.888436553555896e-08,7.095777679633887e-08,171.32927075019262,171.32927075019262,36.15383784333875,27.047035628424364
1420.72215725,1.5885467485977776e-07,5.942921586155727e-08,7.112135136533295e-08,171.32927075019262,171.32927075019262,34.69111441241182,25.584312197497436
1420.7260635,1.6634126503701698e-07,6.637430704019089e-08,7.65596606911257e-08,190.86892478490728,190.86892478490728,30.05672461415864,20.949922399244254
1420.72996975,1.6143585568264852e-07,6.223002851691589e-08,7.261059574351542e-08,180.0481865528087,180.0481865528087,30.867817136699614,21.76101492178523
1420.733876,1.5885467485977776e-07,5.942921586155727e-08,7.014552984199713e-08,171.32927075019262,171.32927075019262,31.795806185680647,22.68900397076626
1420.73778225,1.584893192461114e-07,5.95662143529011e-08,6.982324040771705e-08,172.63325618494508,172.63325618494508,30.587623482270885,21.4808212673565
1420.7416885,1.5812480392703843e-07,5.9020108017184416e-08,6.870684400142317e-08,170.68220865039984,170.68220865039984,28.834023343855506,19.72722112894112
1420.74559475,1.584893192461114e-07,5.929253245799994e-08,6.93425806016568e-08,171.3292707501921,171.3292707501921,29.8877040111353,20.780901796220913
1420.749501,1.57398286446622e-07,5.847900841444812e-08,6.776415076106757e-08,169.39783048811924,169.39783048811924,27.69042644409339,18.583624229179005
1420.75340725,1.5885467485977776e-07,5.942921586155727e-08,6.870684400142317e-08,171.32927075019262,171.32927075019262,27.527157820910105,18.42035560599572
1420.7573135,1.5776112696993466e-07,5.8748935252977694e-08,6.776415076106757e-08,170.03840283802444,170.03840283802444,26.860213159295682,17.753410944381297
1420.76121975,1.5776112696993466e-07,5.9020108017184416e-08,6.760829753919818e-08,171.32927075019265,171.32927075019265,25.658190849806857,16.551388634892472
1420.765126,1.584893192461114e-07,5.888436553555896e-08,6.729766562843182e-08,169.3978304881193,169.3978304881193,24.917671611091293,15.810869396176908
1420.76903225,1.5776112696993466e-07,5.9156163417547425e-08,6.66806769213622e-08,171.97961217647037,171.97961217647037,22.511356463775286,13.4045542488609
1420.7729385,1.5703628043335533e-07,5.807644175213124e-08,6.576578373554199e-08,168.12629593169817,168.12629593169817,22.921984466983105,13.81518225206872
1420.77684475,1.57398286446622e-07,5.807644175213124e-08,6.546361740672747e-08,167.4952891237333,167.4952891237333,21.940961978797816,12.83415976388343
1420.780751,1.5812480392703843e-07,5.888436553555896e-08,6.591738952443213e-08,170.03840283802407,170.03840283802407,20.906216360444006,11.79941414552962
1420.78465725,1.56675107010815e-07,5.780960474057175e-08,6.471426157485831e-08,167.49528912373273,167.49528912373273,20.602472240993194,11.495670026078809
1420.7885635,1.5776112696993466e-07,5.82103217770871e-08,6.516283940608428e-08,167.49528912373333,167.49528912373333,20.602472240993222,11.495670026078837
1420.79246975,1.5885467485977776e-07,5.888436553555896e-08,6.576578373554199e-08,168.76046898738187,168.76046898738187,20.306212741738506,11.19941052682412
1420.796376,1.5958791472367336e-07,5.970352865838366e-08,6.637430704019089e-08,171.32927075019208,171.32927075019208,19.701573991222432,10.594771776308047
1420.80028225,1.5958791472367336e-07,6.109420249055714e-08,6.606934480075964e-08,177.9841654466001,177.9841654466001,14.901123617272589,5.794321402358204
1420.8041885,1.5958791472367336e-07,5.929253245799994e-08,6.561452663029057e-08,169.39783048811873,169.39783048811873,18.594956604139043,9.488154389224658
1420.80809475,1.599558028614668e-07,5.984115950603198e-08,6.561452663029057e-08,171.32927075019262,171.32927075019262,17.01192996922188,7.905127754307497
1420.812001,1.5922087270511716e-07,5.9020108017184416e-08,6.486344335482375e-08,168.76046898738105,168.76046898738105,17.203301092283994,8.096498877369608
1420.81590725,1.599558028614668e-07,5.95662143529011e-08,6.591738952443213e-08,170.03840283802435,170.03840283802435,18.663256851997062,9.556454637082677
1420.8198135,1.606941253012879e-07,5.9979107625551e-08,6.561452663029057e-08,170.6822086504001,170.6822086504001,16.506461943447277,7.3996597285328924
1420.82371975,1.6106456351782697e-07,5.970352865838366e-08,6.576578373554199e-08,168.7604689873814,168.7604689873814,17.643518046571046,8.536715831656661
1420.827626,1.6143585568264852e-07,5.95662143529011e-08,6.546361740672747e-08,167.49528912373364,167.49528912373364,17.0780408978504,7.971238682936015
1420.83153225,1.6180800376430679e-07,5.929253245799994e-08,6.561452663029057e-08,165.62104726463764,165.62104726463764,18.192261685588107,9.085459470673722
1420.8354385,1.6143585568264852e-07,5.970352865838366e-08,6.516283940608428e-08,168.12629593169822,168.12629593169822,15.830726748121606,6.723924533207221
1420.83934475,1.6180800376430679e-07,5.861381645140285e-08,6.471426157485831e-08,162.55862227718396,162.55862227718396,17.43927015930217,8.332467944387783
1420.843251,1.6180800376430679e-07,5.9156163417547425e-08,6.486344335482375e-08,165.00248752702856,165.00248752702856,16.40153333646171,7.294731121547326
1420.84715725,1.6143585568264852e-07,5.8748935252977694e-08,6.456542290346562e-08,163.77452188760685,163.77452188760685,16.70966321430504,7.6028609993906535
