Frequency (MHz),Ground Data (Watts),Sky Data (Watts),Source Data (Watts),Original Receiver Temperature (Tr) (K),Corrected Receiver Temperature (Tr) (K),Source Temperature (Ts) (K),Brightness Temperature (K)
1420.8510635,1.6180800376430679e-07,5.970352865838366e-08,6.516283940608428e-08,167.49528912373273,167.49528912373273,15.773027273299789,6.666225058385404
1420.85496975,1.6218100973589298e-07,5.942921586155727e-08,6.486344335482375e-08,165.62104726463815,165.62104726463815,15.601645967117463,6.494843752203078
1420.858876,1.6255487557504835e-07,5.942921586155727e-08,6.471426157485831e-08,165.0024875270289,165.0024875270289,15.118337082694495,6.01153486778011
1420.86278225,1.6180800376430679e-07,5.942921586155727e-08,6.471426157485831e-08,166.24268648123498,166.24268648123498,15.228628091444136,6.121825876529751
1420.8666885,1.6255487557504835e-07,5.942921586155727e-08,6.486344335482375e-08,165.0024875270289,165.0024875270289,15.5450846565968,6.438282441682414
1420.87059475,1.6218100973589298e-07,5.95662143529011e-08,6.501296903430916e-08,166.24268648123564,166.24268648123564,15.6584888662332,6.551686651318814
1420.874501,1.6218100973589298e-07,5.861381645140285e-08,6.426877173170194e-08,161.95514578315115,161.95514578315115,16.107531301980885,7.0007290870664995
1420.87840725,1.6255487557504835e-07,5.9156163417547425e-08,6.426877173170194e-08,163.77452188760677,163.77452188760677,14.586443304808313,5.479641089893928
1420.8823135,1.6218100973589298e-07,5.861381645140285e-08,6.412095765851622e-08,161.95514578315115,161.95514578315115,15.686498828212763,6.579696613298378
1420.88621975,1.6218100973589298e-07,5.8748935252977694e-08,6.426877173170194e-08,162.55862227718453,162.55862227718453,15.743199286722444,6.636397071808059
1420.890126,1.6255487557504835e-07,5.82103217770871e-08,6.397348354826482e-08,159.57059136493442,159.57059136493442,16.29344954399187,7.186647329077484
1420.89403225,1.6143585568264852e-07,5.82103217770871e-08,6.324118513762196e-08,161.35462442801207,161.35462442801207,14.377302157773812,5.270499942859427
1420.8979385,1.6106456351782697e-07,5.767664633922509e-08,6.295061828571981e-08,159.57059136493467,159.57059136493467,15.048390243980577,5.941588029066192
1420.90184475,1.606941253012879e-07,5.714786366718666e-08,6.26613864672335e-08,157.8124426296812,157.8124426296812,15.707850774577452,6.601048559663067
1420.905751,1.6826740610704672e-07,6.237348354824192e-08,6.792036326171843e-08,168.7604689873814,168.7604689873814,15.452534724708926,6.345732509794541
1420.90965725,1.6106456351782697e-07,5.767664633922509e-08,6.26613864672335e-08,159.57059136493467,159.57059136493467,14.223115987743597,5.116313772829212
1420.9135635,1.6368165214278085e-07,5.82103217770871e-08,6.338697112569277e-08,157.81244262968144,157.81244262968144,14.478925718902161,5.372123503987776
1420.91746975,1.6405897731995388e-07,5.888436553555896e-08,6.412095765851622e-08,160.16236702256376,160.16236702256376,14.68790471448736,5.5811024995729746
1420.921376,1.651961798229015e-07,5.95662143529011e-08,6.486344335482375e-08,161.35462442801233,161.35462442801233,14.793932276830986,5.687130061916601
1420.92528225,1.6595869074375615e-07,6.025595860743569e-08,6.516283940608428e-08,163.16507416543584,163.16507416543584,13.694346459602542,4.587544244688157
1420.9291885,1.674942876026438e-07,6.011737374832779e-08,6.546361740672747e-08,160.16236702256322,160.16236702256322,14.687904714487303,5.581102499572918
1420.93309475,1.6865530253887424e-07,6.109420249055714e-08,6.606934480075964e-08,162.55862227718396,162.55862227718396,13.644960686070078,4.538158471155693
1420.937001,1.6826740610704672e-07,6.053408747539135e-08,6.606934480075964e-08,160.7570381387411,160.7570381387411,15.15687933615601,6.050077121241625
1420.94090725,1.6982436524617427e-07,6.208690342300637e-08,6.698846094165258e-08,165.00248752702916,165.00248752702916,13.421139161176086,4.314336946261701
1420.9448135,1.7060823890031244e-07,6.208690342300637e-08,6.729766562843182e-08,163.77452188760648,163.77452188760648,14.16472478743097,5.057922572516585
1420.94871975,1.713957307508427e-07,6.26613864672335e-08,6.760829753919818e-08,165.00248752702836,165.00248752702836,13.421139161176399,4.314336946262014
1420.952626,1.7100153150902864e-07,6.251726927756862e-08,6.760829753919818e-08,165.00248752702916,165.00248752702916,13.843974289804322,4.737172074889937
1420.95653225,1.7218685749860061e-07,6.28058358813318e-08,6.807693586937418e-08,164.38698606987384,164.38698606987384,14.216127016197163,5.109324801282778
1420.9604385,1.7338039977541374e-07,6.324118513762196e-08,6.854882264526621e-08,164.38698606987379,164.38698606987379,14.21612701619722,5.109324801282835
1420.96434475,1.7258378919902025e-07,6.251726927756862e-08,6.792036326171843e-08,162.55862227718472,162.55862227718472,14.481358422721826,5.374556207807441
1420.968251,1.7378008287493743e-07,6.28058358813318e-08,6.854882264526621e-08,161.9551457831514,161.9551457831514,15.266434702262671,6.159632487348286
1420.97215725,1.7378008287493743e-07,6.30957344480193e-08,6.839116472814293e-08,163.1650741654364,163.1650741654364,14.11357572085197,5.006773505937584
1420.9760635,1.7579236139586932e-07,6.367955209079162e-08,6.950243175887976e-08,162.5586222771845,162.5586222771845,15.321616795915958,6.214814581001573
1420.97996975,1.7579236139586932e-07,6.426877173170194e-08,6.950243175887976e-08,165.00248752702865,165.00248752702865,13.843974289804635,4.73717207489025
1420.983876,1.7660378206861638e-07,6.397348354826482e-08,6.93425806016568e-08,162.5586222771845,162.5586222771845,14.062678085368304,4.955875870453919
1420.98778225,1.7579236139586932e-07,6.441692655151775e-08,6.982324040771705e-08,165.62104726463812,165.62104726463812,14.319697963986698,5.212895749072313
1420.9916885,1.761976046411629e-07,6.441692655151775e-08,6.982324040771705e-08,165.0024875270289,165.0024875270289,14.267784154071393,5.160981939157008
1420.99559475,1.7660378206861638e-07,6.501296903430916e-08,6.998419960022746e-08,166.8674265705449,166.8674265705449,13.141879488726715,4.03507727381233
1420.999501,1.7538805018417602e-07,6.426877173170194e-08,6.918309709189362e-08,165.6210472646382,165.6210472646382,13.046574828836725,3.93977261392234
1421.00340725,1.7660378206861638e-07,6.516283940608428e-08,6.998419960022746e-08,167.49528912373333,167.49528912373333,12.76282507389837,3.6560228589839845
1421.0073135,1.761976046411629e-07,6.501296903430916e-08,6.982324040771705e-08,167.49528912373358,167.49528912373358,12.762825073897659,3.656022858983274
1421.01121975,1.7660378206861638e-07,6.516283940608428e-08,7.014552984199713e-08,167.49528912373333,167.49528912373333,13.189889132986366,4.083086918071981
1421.015126,1.7701089583174203e-07,6.486344335482375e-08,7.014552984199713e-08,165.6210472646379,165.6210472646379,13.894346053352024,4.787543838437639
1421.01903225,1.7660378206861638e-07,6.441692655151775e-08,6.93425806016568e-08,164.38698606987384,164.38698606987384,12.952212075946449,3.8454098610320635
1421.0229385,1.7579236139586932e-07,6.382634861905483e-08,6.902398038402427e-08,163.1650741654361,163.1650741654361,13.694346459602542,4.587544244688157
1421.02684475,1.7418068733916128e-07,6.353309318517436e-08,6.839116472814293e-08,164.38698606987384,164.38698606987384,12.95221207594679,3.8454098610324046
1421.030751,1.7579236139586932e-07,6.456542290346562e-08,6.902398038402427e-08,166.24268648123558,166.24268648123558,11.825143032725151,2.718340817810766
1421.03465725,1.7458221529205038e-07,6.382634861905483e-08,6.854882264526621e-08,165.0024875270287,165.0024875270287,12.578384148674871,3.4715819337604863
1421.0385635,1.7418068733916128e-07,6.382634861905483e-08,6.823386941416703e-08,165.6210472646382,165.6210472646382,11.782215811703281,2.6754135967888963
1421.04246975,1.7538805018417602e-07,6.471426157485831e-08,6.902398038402427e-08,167.49528912373333,167.49528912373333,11.48751718613272,2.3807149712183353
1421.046376,1.7538805018417602e-07,6.486344335482375e-08,6.902398038402427e-08,168.12629593169797,168.12629593169797,11.104843155055704,1.998040940141319
1421.05028225,1.7579236139586932e-07,6.456542290346562e-08,6.886522963442761e-08,166.24268648123558,166.24268648123558,11.404098708699166,2.2972964937847813
1421.0541885,1.7498466886246564e-07,6.397348354826482e-08,6.823386941416703e-08,165.00248752702896,165.00248752702896,11.32150626879556,2.2147040538811744
1421.05809475,1.7458221529205038e-07,6.441692655151775e-08,6.902398038402427e-08,167.4952891237333,167.4952891237333,12.336743234889582,3.229941019975197
1421.062001,1.7378008287493743e-07,6.338697112569277e-08,6.792036326171843e-08,164.38698606987413,164.38698606987413,12.11443956000926,3.0076373450948743
1421.06590725,1.7458221529205038e-07,6.456542290346562e-08,6.870684400142317e-08,168.1262959316985,168.1262959316985,11.104843155054937,1.9980409401405517
1421.0698135,1.7298163592151034e-07,6.324118513762196e-08,6.760829753919818e-08,165.00248752702853,165.00248752702853,11.73950124373036,2.632699028815974
1421.07371975,1.7338039977541374e-07,6.382634861905483e-08,6.823386941416703e-08,166.86742657054435,166.86742657054435,11.868284384138263,2.7614821692238785
1421.077626,1.7258378919902025e-07,6.338697112569277e-08,6.760829753919818e-08,166.24268648123584,166.24268648123584,11.404098708699252,2.2972964937848666
1421.08153225,1.7218685749860061e-07,6.338697112569277e-08,6.760829753919818e-08,166.8674265705449,166.8674265705449,11.445703975424266,2.3389017605098807
1421.0854385,1.7100153150902864e-07,6.295061828571981e-08,6.745280276979216e-08,166.86742657054486,166.86742657054486,12.291838941300455,3.1850367263860697
1421.08934475,1.702158508394952e-07,6.237348354824192e-08,6.637430704019089e-08,165.6210472646379,165.6210472646379,10.9441489441476,1.8373467292332144
1421.093251,1.6865530253887424e-07,6.180164001384152e-08,6.606934480075964e-08,165.62104726463764,165.62104726463764,11.782215811703253,2.675413596788868
1421.09715725,1.6826740610704672e-07,6.180164001384152e-08,6.622165037017616e-08,166.24268648123507,166.24268648123507,12.2471579641593,3.1403557492449146
1421.1010635,1.6788040181225607e-07,6.194410750767812e-08,6.606934480075964e-08,167.49528912373304,167.49528912373304,11.487517186132692,2.380714971218307
1421.10496975,1.6672472125510626e-07,6.194410750767812e-08,6.576578373554199e-08,169.397830488119,169.397830488119,10.75957132621312,1.6527691112987348
1421.108876,1.6557699634695275e-07,6.137620051647946e-08,6.516283940608428e-08,168.76046898738159,168.76046898738159,10.720248953288205,1.6134467383738205
1421.11278225,1.651961798229015e-07,6.165950018614822e-08,6.576578373554199e-08,170.68220865040016,170.68220865040016,11.699753665281321,2.592951450366936
1421.1166885,1.6443717232149307e-07,6.095368972401694e-08,6.486344335482375e-08,168.76046898738159,168.76046898738159,11.14552092892302,2.0387187140086347
1421.12059475,1.6330519478943344e-07,6.039486293763807e-08,6.441692655151775e-08,168.12629593169856,168.12629593169856,11.529539792012685,2.4227375770982995
1421.124501,1.6218100973589298e-07,5.942921586155727e-08,6.338697112569277e-08,165.62104726463815,165.62104726463815,11.362699948069604,2.2558977331552192
1421.12840725,1.6143585568264852e-07,5.95662143529011e-08,6.382634861905483e-08,167.49528912373364,167.49528912373364,12.336743234889184,3.229941019974799
1421.1323135,1.5958791472367336e-07,5.9020108017184416e-08,6.30957344480193e-08,168.1262959316979,168.1262959316979,11.955215455829489,2.8484132409151037
1421.13621975,1.57398286446622e-07,5.794286964268809e-08,6.165950018614822e-08,166.86742657054427,166.86742657054427,11.024095474680792,1.9172932597664065
1421.140126,1.555965631605075e-07,5.714786366718666e-08,6.095368972401694e-08,166.24268648123507,166.24268648123507,11.404098708699564,2.297296493785179
1421.14403225,1.54170045294956e-07,5.649369748123034e-08,5.9979107625551e-08,165.6210472646385,165.6210472646385,10.526560580821695,1.4197583659073096
1421.1479385,1.5205475297324956e-07,5.597576014951093e-08,5.95662143529011e-08,166.867426570544,166.867426570544,11.024095474681133,1.9172932597667476
1421.15184475,1.4962356560944328e-07,5.4701596289397217e-08,5.834451042737448e-08,165.0024875270292,165.0024875270292,11.321506268795247,2.214704053880862
1421.155751,1.5205475297324956e-07,5.675446054085466e-08,6.011737374832779e-08,170.6822086503999,170.6822086503999,10.409825309910019,1.303023094995634
1421.15965725,1.4723125024327192e-07,5.3951062251512786e-08,5.727960309858292e-08,165.6210472646382,165.6210472646382,10.526560580821695,1.4197583659073096
1421.1635635,1.4723125024327192e-07,5.432503314924336e-08,5.74116462207328e-08,167.49528912373333,167.49528912373333,9.800752679100412,0.6939504641860275
1421.16746975,1.4554590805819668e-07,5.345643593969714e-08,5.675446054085466e-08,166.24268648123513,166.24268648123513,10.564912958666213,1.4581107437518277
1421.171376,1.445439770745928e-07,5.357966575133417e-08,5.688529308438413e-08,168.76046898738133,168.76046898738133,10.72024895328812,1.6134467383737352
1421.17528225,1.438798578255845e-07,5.357966575133417e-08,5.662392890382534e-08,170.03840283802407,170.03840283802407,9.945246065993501,0.8384438510791163
1421.1791885,1.425607593602188e-07,5.370317963702522e-08,5.701642722807478e-08,173.2902262505272,173.2902262505272,10.999714851613248,1.8929126366988633
1421.18309475,1.4092887984218748e-07,5.357966575133417e-08,5.649369748123034e-08,175.95184440015117,175.95184440015117,9.841409213198489,0.7346069982841037
1421.187001,1.393156802945302e-07,5.223961889991198e-08,5.50807696405403e-08,171.97961217647008,171.97961217647008,9.625371830806728,0.5185696158923427
1421.19090725,1.3835663789717797e-07,5.260172663907063e-08,5.559042572704037e-08,175.95184440015146,175.95184440015146,10.281233086434128,1.1744308715197427
1421.1948135,1.3677288255958493e-07,5.211947111050811e-08,5.4701596289397217e-08,176.62580473025417,176.62580473025417,8.998183472269204,-0.10861874264518079
1421.19871975,1.342764961137864e-07,5.152286445817561e-08,5.4200089040162386e-08,178.66861624170517,178.66861624170517,9.543765462437591,0.4369632475232059
1421.202626,1.327394457729739e-07,5.069907082747044e-08,5.308844442309879e-08,177.3032367177585,177.3032367177585,8.591686851487225,-0.5151153634271601
1421.20653225,1.3121998990192028e-07,5.023425895223866e-08,5.260172663907063e-08,177.98416544660037,177.98416544660037,8.623778033804058,-0.4830241811103271
1421.2104385,1.2912192736135334e-07,4.9431068698683534e-08,5.211947111050811e-08,177.98416544660066,177.98416544660066,9.951940847385515,0.8451386324711301
1421.21434475,1.2793813041575253e-07,4.87528490103387e-08,5.128613839913648e-08,176.62580473025417,176.62580473025417,9.43761714843447,0.3308149335200845
1421.218251,1.2560299636948753e-07,4.80839348449729e-08,5.0466129756352864e-08,177.9841654466007,177.9841654466007,9.065479961142927,-0.04132225377145815
1421.22215725,1.2387965865303688e-07,4.753352259428058e-08,5.011872336272725e-08,178.66861624170582,178.66861624170582,9.989166001863452,0.8823637869490675
1421.2260635,1.2274392311584072e-07,4.753352259428058e-08,4.954501908047905e-08,181.44215518162352,181.44215518162352,7.889752737833703,-1.217049477080682
1421.22996975,1.2078138351067798e-07,4.677351412871981e-08,4.920395356814511e-08,181.44215518162318,181.44215518162318,9.687883742877347,0.5810815279629615
1421.233876,1.1912420080273737e-07,4.613175745603791e-08,4.841723675840999e-08,181.4421551816232,181.4421551816232,9.236797170871142,0.12999495595675725
1421.23778225,1.1803206356517298e-07,4.5919801283686855e-08,4.797334486366892e-08,182.85073370476505,182.85073370476505,8.400725992065276,-0.7060762228491093
1421.2416885,1.1508003889444357e-07,4.4771330417636236e-08,4.677351412871981e-08,182.85073370476505,182.85073370476505,8.400725992065247,-0.7060762228491377
1421.24559475,1.1428783347897712e-07,4.4668359215096346e-08,4.677351412871981e-08,184.27413784406954,184.27413784406954,8.920215300176608,-0.18658691473777722
1421.249501,1.109174815262402e-07,4.355118736855688e-08,4.5498806015004805e-08,185.71258756867473,185.71258756867473,8.528708724236822,-0.5780934906775634
1421.25340725,1.1015393095414157e-07,4.355118736855688e-08,4.5498806015004805e-08,187.8989645481358,187.8989645481358,8.626483982057636,-0.48031823285674946
1421.2573135,1.0814339512979386e-07,4.2364296604954177e-08,4.4360864393143274e-08,184.99146809137488,184.99146809137488,8.954022033205092,-0.15278018170929286
1421.26121975,1.0715193052376059e-07,4.2364296604954177e-08,4.4258837236262646e-08,187.89896454813646,187.89896454813646,8.626483982057664,-0.48031823285672104
1421.265126,1.0519618738232223e-07,4.1495404263436324e-08,4.3651583224016566e-08,187.1663072001462,187.1663072001462,9.985321407808385,0.8785191928940002
1421.26903225,1.032761405761398e-07,4.0926065973001096e-08,4.265795188015926e-08,188.6355255207274,188.6355255207274,8.194157679258666,-0.9126445356557191
1421.2729385,1.0092528860766845e-07,3.971915494694405e-08,4.1495404263436324e-08,186.43752445299972,186.43752445299972,8.561128060625435,-0.5456741542889496
1421.27684475,9.954054173515254e-08,3.9264493539959934e-08,4.1114972110452215e-08,187.16630720014584,187.16630720014584,9.056519042646244,-0.050283172268141385
1421.280751,9.817479430199844e-08,3.9264493539959934e-08,4.0926065973001096e-08,191.62139633400454,191.62139633400454,8.3205120565774,-0.7862901583369855
1421.28465725,9.571940712948442e-08,3.7844258471709354e-08,3.953666200681275e-08,187.89896454813606,187.89896454813606,8.626483982057664,-0.48031823285672104
1421.2885635,9.484184633008979e-08,3.7670379898390855e-08,3.93550075455778e-08,189.37601943097593,189.37601943097593,8.692538200220213,-0.4142640146941723
1421.29246975,9.375620069258793e-08,3.7670379898390855e-08,3.917418771077831e-08,193.13852971507347,193.13852971507347,7.9097229633518396,-1.1970792515625455
1421.296376,9.289663867799362e-08,3.749730022454834e-08,3.908408957924025e-08,194.67212380229847,194.67212380229847,8.449611000815167,-0.6571912140992175
1421.30028225,9.078205301781861e-08,3.689775985701505e-08,3.837072454922792e-08,197.0039332303476,197.0039332303476,8.064030512677817,-1.0427717022365677
1421.3041885,8.912509381337459e-08,3.6057864302164274e-08,3.7844258471709354e-08,195.44517241834546,195.44517241834546,9.93054065323824,0.8237384383238542
1421.30809475,8.77000821143634e-08,3.5809643710263626e-08,3.741105882720529e-08,198.57979657564695,198.57979657564695,9.104133131788387,-0.0026690831259976733
1421.312001,8.531001140175895e-08,3.4994516702835694e-08,3.6307805477010175e-08,200.17302848971983,200.17302848971983,7.699818727803603,-1.4069834871107822
1421.31590725,8.531001140175895e-08,3.507518739525679e-08,3.6475394692560734e-08,200.97624230277913,200.97624230277913,8.222605749573233,-0.8841964653411516
1421.3198135,8.336811846196348e-08,3.443499307633384e-08,3.5809643710263626e-08,202.59603801031096,202.59603801031096,8.287268262827467,-0.8195339520869176
1421.32371975,8.241381150130013e-08,3.4040818970100086e-08,3.53997341083435e-08,202.5960380103116,202.5960380103116,8.287268262827553,-0.8195339520868323
1421.327626,8.128305161640995e-08,3.341950400261143e-08,3.467368504525317e-08,200.97624230277913,200.97624230277913,7.729962069770465,-1.3768401451439196
1421.33153225,7.998342550070292e-08,3.296097121774576e-08,3.443499307633384e-08,201.7839005323715,201.7839005323715,9.247421363139807,0.1406191482254222
1421.3354385,7.852356346100726e-08,3.258367010020087e-08,3.3806483620598154e-08,204.2338918609656,204.2338918609656,7.852216496979423,-1.2545857179349618
1421.33934475,7.691304402866098e-08,3.1841975217261255e-08,3.318944575526104e-08,203.41268993195519,203.41268993195519,8.819489290864084,-0.2873129240503012
1421.343251,7.620790100254114e-08,3.15500462337463e-08,3.273406948788379e-08,203.41268993195592,203.41268993195592,7.821398089516549,-1.2854041253978359
1421.34715725,7.533555637337184e-08,3.118889584093935e-08,3.235936569296281e-08,203.41268993195456,203.41268993195456,7.821398089516919,-1.2854041253974664
1421.3510635,7.464487584100653e-08,3.118889584093935e-08,3.2433961734934935e-08,206.7251589554046,206.7251589554046,8.452103455683897,-0.654698759230488
1421.35496975,7.311390834834173e-08,3.061963433690676e-08,3.191537855100758e-08,207.56492408734462,207.56492408734462,8.995201166559042,-0.11160104835534312
1421.358876,7.227698036021703e-08,3.026913428101305e-08,3.1695674630434873e-08,207.56492408734456,207.56492408734456,10.017876238786044,0.9110740238716595
1421.36278225,7.161434102129012e-08,3.019951720402013e-08,3.147748314101311e-08,210.112772530278,210.112772530278,9.103019563147825,-0.003782651766560008
1421.3666885,7.095777679633887e-08,2.999162518987653e-08,3.126079367123956e-08,210.97170063731085,210.97170063731085,9.139367192671159,0.03256497775677403
1421.37059475,7.063175542629623e-08,2.978516429429191e-08,3.090295432513592e-08,210.112772530278,210.112772530278,8.072841575281814,-1.0339606396325713
1421.374501,6.966265141107687e-08,2.910717118066608e-08,3.040885025676277e-08,206.72515895540465,206.72515895540465,9.468395523044023,0.3615933081296383
1421.37840725,6.918309709189362e-08,2.917427014001166e-08,3.0549211132155155e-08,210.112772530278,210.112772530278,10.137952636555639,1.0311504216412537
1421.3823135,6.854882264526621e-08,2.890679882365478e-08,3.0130060241861224e-08,210.112772530278,210.112772530278,9.103019563147825,-0.003782651766560008
1421.38621975,6.776415076106757e-08,2.870780582024692e-08,2.985382618917957e-08,211.83551622162864,211.83551622162864,8.65610976519676,-0.450692449717625
1421.390126,6.729766562843182e-08,2.8510182675039096e-08,2.9580124665515465e-08,211.83551622162864,211.83551622162864,8.137493416878698,-0.9693087980356871
1421.39403225,6.714288529259522e-08,2.8119008303989396e-08,2.9376496519615307e-08,207.56492408734462,207.56492408734462,9.505950003838791,0.39914778892440594
1421.3979385,6.652731562017406e-08,2.7861211686297723e-08,2.904022654464451e-08,207.56492408734536,207.56492408734536,8.995201166559156,-0.11160104835522944
1421.40184475,6.622165037017616e-08,2.7542287033381633e-08,2.8840315031266057e-08,205.05967973414226,205.05967973414226,9.899807709907321,0.7930054949929364
1421.405751,6.622165037017616e-08,2.7542287033381633e-08,2.8840315031266057e-08,205.05967973414226,205.05967973414226,9.899807709907321,0.7930054949929364
